Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Persons,LF,Total Labour Force,211051284,Upwey - Tecoma,28
Males,TOT,Total,211051284,Upwey - Tecoma,10
Females,TOT,Total,211051284,Upwey - Tecoma,45
Persons,TOT,Total,211051284,Upwey - Tecoma,55
Males,1,"Employed, worked full-time",211051285,Wandin - Seville,0
Females,1,"Employed, worked full-time",211051285,Wandin - Seville,0
Persons,1,"Employed, worked full-time",211051285,Wandin - Seville,0
Males,2,"Employed, worked part-time",211051285,Wandin - Seville,0
Females,2,"Employed, worked part-time",211051285,Wandin - Seville,14
Persons,2,"Employed, worked part-time",211051285,Wandin - Seville,14
Males,3,"Employed, away from work",211051285,Wandin - Seville,0
Females,3,"Employed, away from work",211051285,Wandin - Seville,0
Persons,3,"Employed, away from work",211051285,Wandin - Seville,0
Males,4,"Employed, hours of work not stated",211051285,Wandin - Seville,0
Females,4,"Employed, hours of work not stated",211051285,Wandin - Seville,0
Persons,4,"Employed, hours of work not stated",211051285,Wandin - Seville,0
Males,5,"Unemployed, looking for full-time work",211051285,Wandin - Seville,0
Females,5,"Unemployed, looking for full-time work",211051285,Wandin - Seville,0
Persons,5,"Unemployed, looking for full-time work",211051285,Wandin - Seville,0
Males,6,"Unemployed, looking for part-time work",211051285,Wandin - Seville,0
Females,6,"Unemployed, looking for part-time work",211051285,Wandin - Seville,0
Persons,6,"Unemployed, looking for part-time work",211051285,Wandin - Seville,3
Males,7,Not in the labour force,211051285,Wandin - Seville,0
Females,7,Not in the labour force,211051285,Wandin - Seville,11
Persons,7,Not in the labour force,211051285,Wandin - Seville,12
Males,Z,Labour force status not stated,211051285,Wandin - Seville,0
Females,Z,Labour force status not stated,211051285,Wandin - Seville,0
Persons,Z,Labour force status not stated,211051285,Wandin - Seville,0
Males,EMP,Total Employed,211051285,Wandin - Seville,0
Females,EMP,Total Employed,211051285,Wandin - Seville,15
Persons,EMP,Total Employed,211051285,Wandin - Seville,17
Males,UEMP,Total Unemployed,211051285,Wandin - Seville,0
Females,UEMP,Total Unemployed,211051285,Wandin - Seville,0
Persons,UEMP,Total Unemployed,211051285,Wandin - Seville,3
Males,LF,Total Labour Force,211051285,Wandin - Seville,3
Females,LF,Total Labour Force,211051285,Wandin - Seville,15
Persons,LF,Total Labour Force,211051285,Wandin - Seville,14
Males,TOT,Total,211051285,Wandin - Seville,3
Females,TOT,Total,211051285,Wandin - Seville,23
Persons,TOT,Total,211051285,Wandin - Seville,26
Males,1,"Employed, worked full-time",211051286,Yarra Valley,0
Females,1,"Employed, worked full-time",211051286,Yarra Valley,3
Persons,1,"Employed, worked full-time",211051286,Yarra Valley,12
Males,2,"Employed, worked part-time",211051286,Yarra Valley,0
Females,2,"Employed, worked part-time",211051286,Yarra Valley,44
Persons,2,"Employed, worked part-time",211051286,Yarra Valley,48
Males,3,"Employed, away from work",211051286,Yarra Valley,3
Females,3,"Employed, away from work",211051286,Yarra Valley,5
Persons,3,"Employed, away from work",211051286,Yarra Valley,5
Males,4,"Employed, hours of work not stated",211051286,Yarra Valley,0
Females,4,"Employed, hours of work not stated",211051286,Yarra Valley,0
Persons,4,"Employed, hours of work not stated",211051286,Yarra Valley,0
Males,5,"Unemployed, looking for full-time work",211051286,Yarra Valley,0
Females,5,"Unemployed, looking for full-time work",211051286,Yarra Valley,0
Persons,5,"Unemployed, looking for full-time work",211051286,Yarra Valley,0
Males,6,"Unemployed, looking for part-time work",211051286,Yarra Valley,0
Females,6,"Unemployed, looking for part-time work",211051286,Yarra Valley,6
Persons,6,"Unemployed, looking for part-time work",211051286,Yarra Valley,6
Males,7,Not in the labour force,211051286,Yarra Valley,3
Females,7,Not in the labour force,211051286,Yarra Valley,72
Persons,7,Not in the labour force,211051286,Yarra Valley,76
Males,Z,Labour force status not stated,211051286,Yarra Valley,0
Females,Z,Labour force status not stated,211051286,Yarra Valley,0
Persons,Z,Labour force status not stated,211051286,Yarra Valley,0
Males,EMP,Total Employed,211051286,Yarra Valley,4
Females,EMP,Total Employed,211051286,Yarra Valley,59
Persons,EMP,Total Employed,211051286,Yarra Valley,65
Males,UEMP,Total Unemployed,211051286,Yarra Valley,0
Females,UEMP,Total Unemployed,211051286,Yarra Valley,5
Persons,UEMP,Total Unemployed,211051286,Yarra Valley,5
Males,LF,Total Labour Force,211051286,Yarra Valley,4
Females,LF,Total Labour Force,211051286,Yarra Valley,66
Persons,LF,Total Labour Force,211051286,Yarra Valley,70
Males,TOT,Total,211051286,Yarra Valley,7
Females,TOT,Total,211051286,Yarra Valley,138
Persons,TOT,Total,211051286,Yarra Valley,152
Males,1,"Employed, worked full-time",212011287,Beaconsfield - Officer,4
Females,1,"Employed, worked full-time",212011287,Beaconsfield - Officer,15
Persons,1,"Employed, worked full-time",212011287,Beaconsfield - Officer,13
Males,2,"Employed, worked part-time",212011287,Beaconsfield - Officer,0
Females,2,"Employed, worked part-time",212011287,Beaconsfield - Officer,26
Persons,2,"Employed, worked part-time",212011287,Beaconsfield - Officer,26
Males,3,"Employed, away from work",212011287,Beaconsfield - Officer,0
Females,3,"Employed, away from work",212011287,Beaconsfield - Officer,3
Persons,3,"Employed, away from work",212011287,Beaconsfield - Officer,3
Males,4,"Employed, hours of work not stated",212011287,Beaconsfield - Officer,0
Females,4,"Employed, hours of work not stated",212011287,Beaconsfield - Officer,0
Persons,4,"Employed, hours of work not stated",212011287,Beaconsfield - Officer,0
Males,5,"Unemployed, looking for full-time work",212011287,Beaconsfield - Officer,0
Females,5,"Unemployed, looking for full-time work",212011287,Beaconsfield - Officer,0
Persons,5,"Unemployed, looking for full-time work",212011287,Beaconsfield - Officer,0
Males,6,"Unemployed, looking for part-time work",212011287,Beaconsfield - Officer,0
Females,6,"Unemployed, looking for part-time work",212011287,Beaconsfield - Officer,3
Persons,6,"Unemployed, looking for part-time work",212011287,Beaconsfield - Officer,3
Males,7,Not in the labour force,212011287,Beaconsfield - Officer,0
Females,7,Not in the labour force,212011287,Beaconsfield - Officer,44
Persons,7,Not in the labour force,212011287,Beaconsfield - Officer,40
Males,Z,Labour force status not stated,212011287,Beaconsfield - Officer,0
Females,Z,Labour force status not stated,212011287,Beaconsfield - Officer,0
Persons,Z,Labour force status not stated,212011287,Beaconsfield - Officer,0
Males,EMP,Total Employed,212011287,Beaconsfield - Officer,4
Females,EMP,Total Employed,212011287,Beaconsfield - Officer,39
Persons,EMP,Total Employed,212011287,Beaconsfield - Officer,47
Males,UEMP,Total Unemployed,212011287,Beaconsfield - Officer,0
Females,UEMP,Total Unemployed,212011287,Beaconsfield - Officer,8
Persons,UEMP,Total Unemployed,212011287,Beaconsfield - Officer,8
Males,LF,Total Labour Force,212011287,Beaconsfield - Officer,4
Females,LF,Total Labour Force,212011287,Beaconsfield - Officer,51
Persons,LF,Total Labour Force,212011287,Beaconsfield - Officer,50
Males,TOT,Total,212011287,Beaconsfield - Officer,3
Females,TOT,Total,212011287,Beaconsfield - Officer,89
Persons,TOT,Total,212011287,Beaconsfield - Officer,93
Males,1,"Employed, worked full-time",212011288,Bunyip - Garfield,3
Females,1,"Employed, worked full-time",212011288,Bunyip - Garfield,5
Persons,1,"Employed, worked full-time",212011288,Bunyip - Garfield,8
Males,2,"Employed, worked part-time",212011288,Bunyip - Garfield,0
Females,2,"Employed, worked part-time",212011288,Bunyip - Garfield,5
Persons,2,"Employed, worked part-time",212011288,Bunyip - Garfield,8
Males,3,"Employed, away from work",212011288,Bunyip - Garfield,0
Females,3,"Employed, away from work",212011288,Bunyip - Garfield,0
Persons,3,"Employed, away from work",212011288,Bunyip - Garfield,0
Males,4,"Employed, hours of work not stated",212011288,Bunyip - Garfield,0
Females,4,"Employed, hours of work not stated",212011288,Bunyip - Garfield,0
Persons,4,"Employed, hours of work not stated",212011288,Bunyip - Garfield,0
Males,5,"Unemployed, looking for full-time work",212011288,Bunyip - Garfield,0
Females,5,"Unemployed, looking for full-time work",212011288,Bunyip - Garfield,0
Persons,5,"Unemployed, looking for full-time work",212011288,Bunyip - Garfield,0
Males,6,"Unemployed, looking for part-time work",212011288,Bunyip - Garfield,0
Females,6,"Unemployed, looking for part-time work",212011288,Bunyip - Garfield,3
Persons,6,"Unemployed, looking for part-time work",212011288,Bunyip - Garfield,3
Males,7,Not in the labour force,212011288,Bunyip - Garfield,0
Females,7,Not in the labour force,212011288,Bunyip - Garfield,21
Persons,7,Not in the labour force,212011288,Bunyip - Garfield,20
Males,Z,Labour force status not stated,212011288,Bunyip - Garfield,0
Females,Z,Labour force status not stated,212011288,Bunyip - Garfield,0
Persons,Z,Labour force status not stated,212011288,Bunyip - Garfield,0
Males,EMP,Total Employed,212011288,Bunyip - Garfield,3
Females,EMP,Total Employed,212011288,Bunyip - Garfield,9
Persons,EMP,Total Employed,212011288,Bunyip - Garfield,15
Males,UEMP,Total Unemployed,212011288,Bunyip - Garfield,0
Females,UEMP,Total Unemployed,212011288,Bunyip - Garfield,3
Persons,UEMP,Total Unemployed,212011288,Bunyip - Garfield,3
Males,LF,Total Labour Force,212011288,Bunyip - Garfield,3
Females,LF,Total Labour Force,212011288,Bunyip - Garfield,11
Persons,LF,Total Labour Force,212011288,Bunyip - Garfield,14
Males,TOT,Total,212011288,Bunyip - Garfield,3
Females,TOT,Total,212011288,Bunyip - Garfield,34
Persons,TOT,Total,212011288,Bunyip - Garfield,35
Males,1,"Employed, worked full-time",212011289,Emerald - Cockatoo,7
Females,1,"Employed, worked full-time",212011289,Emerald - Cockatoo,5
Persons,1,"Employed, worked full-time",212011289,Emerald - Cockatoo,9
Males,2,"Employed, worked part-time",212011289,Emerald - Cockatoo,3
Females,2,"Employed, worked part-time",212011289,Emerald - Cockatoo,28
Persons,2,"Employed, worked part-time",212011289,Emerald - Cockatoo,30
Males,3,"Employed, away from work",212011289,Emerald - Cockatoo,0
Females,3,"Employed, away from work",212011289,Emerald - Cockatoo,3
Persons,3,"Employed, away from work",212011289,Emerald - Cockatoo,3
Males,4,"Employed, hours of work not stated",212011289,Emerald - Cockatoo,0
Females,4,"Employed, hours of work not stated",212011289,Emerald - Cockatoo,0
Persons,4,"Employed, hours of work not stated",212011289,Emerald - Cockatoo,0
Males,5,"Unemployed, looking for full-time work",212011289,Emerald - Cockatoo,0
Females,5,"Unemployed, looking for full-time work",212011289,Emerald - Cockatoo,0
Persons,5,"Unemployed, looking for full-time work",212011289,Emerald - Cockatoo,0
Males,6,"Unemployed, looking for part-time work",212011289,Emerald - Cockatoo,0
Females,6,"Unemployed, looking for part-time work",212011289,Emerald - Cockatoo,3
Persons,6,"Unemployed, looking for part-time work",212011289,Emerald - Cockatoo,3
Males,7,Not in the labour force,212011289,Emerald - Cockatoo,0
Females,7,Not in the labour force,212011289,Emerald - Cockatoo,49
Persons,7,Not in the labour force,212011289,Emerald - Cockatoo,50
Males,Z,Labour force status not stated,212011289,Emerald - Cockatoo,0
Females,Z,Labour force status not stated,212011289,Emerald - Cockatoo,0
Persons,Z,Labour force status not stated,212011289,Emerald - Cockatoo,0
Males,EMP,Total Employed,212011289,Emerald - Cockatoo,8
Females,EMP,Total Employed,212011289,Emerald - Cockatoo,41
Persons,EMP,Total Employed,212011289,Emerald - Cockatoo,45
Males,UEMP,Total Unemployed,212011289,Emerald - Cockatoo,0
Females,UEMP,Total Unemployed,212011289,Emerald - Cockatoo,6
Persons,UEMP,Total Unemployed,212011289,Emerald - Cockatoo,6
Males,LF,Total Labour Force,212011289,Emerald - Cockatoo,8
Females,LF,Total Labour Force,212011289,Emerald - Cockatoo,41
Persons,LF,Total Labour Force,212011289,Emerald - Cockatoo,50
Males,TOT,Total,212011289,Emerald - Cockatoo,9
Females,TOT,Total,212011289,Emerald - Cockatoo,91
Persons,TOT,Total,212011289,Emerald - Cockatoo,99
Males,1,"Employed, worked full-time",212011290,Koo Wee Rup,5
Females,1,"Employed, worked full-time",212011290,Koo Wee Rup,4
Persons,1,"Employed, worked full-time",212011290,Koo Wee Rup,4
Males,2,"Employed, worked part-time",212011290,Koo Wee Rup,0
Females,2,"Employed, worked part-time",212011290,Koo Wee Rup,15
Persons,2,"Employed, worked part-time",212011290,Koo Wee Rup,15
Males,3,"Employed, away from work",212011290,Koo Wee Rup,0
Females,3,"Employed, away from work",212011290,Koo Wee Rup,0
Persons,3,"Employed, away from work",212011290,Koo Wee Rup,0
Males,4,"Employed, hours of work not stated",212011290,Koo Wee Rup,0
Females,4,"Employed, hours of work not stated",212011290,Koo Wee Rup,0
Persons,4,"Employed, hours of work not stated",212011290,Koo Wee Rup,0
Males,5,"Unemployed, looking for full-time work",212011290,Koo Wee Rup,0
Females,5,"Unemployed, looking for full-time work",212011290,Koo Wee Rup,0
Persons,5,"Unemployed, looking for full-time work",212011290,Koo Wee Rup,0
Males,6,"Unemployed, looking for part-time work",212011290,Koo Wee Rup,0
Females,6,"Unemployed, looking for part-time work",212011290,Koo Wee Rup,3
Persons,6,"Unemployed, looking for part-time work",212011290,Koo Wee Rup,3
Males,7,Not in the labour force,212011290,Koo Wee Rup,0
Females,7,Not in the labour force,212011290,Koo Wee Rup,35
Persons,7,Not in the labour force,212011290,Koo Wee Rup,35
Males,Z,Labour force status not stated,212011290,Koo Wee Rup,0
Females,Z,Labour force status not stated,212011290,Koo Wee Rup,0
Persons,Z,Labour force status not stated,212011290,Koo Wee Rup,0
Males,EMP,Total Employed,212011290,Koo Wee Rup,5
Females,EMP,Total Employed,212011290,Koo Wee Rup,16
Persons,EMP,Total Employed,212011290,Koo Wee Rup,21
Males,UEMP,Total Unemployed,212011290,Koo Wee Rup,0
Females,UEMP,Total Unemployed,212011290,Koo Wee Rup,3
Persons,UEMP,Total Unemployed,212011290,Koo Wee Rup,3
Males,LF,Total Labour Force,212011290,Koo Wee Rup,5
Females,LF,Total Labour Force,212011290,Koo Wee Rup,23
Persons,LF,Total Labour Force,212011290,Koo Wee Rup,20
Males,TOT,Total,212011290,Koo Wee Rup,5
Females,TOT,Total,212011290,Koo Wee Rup,57
Persons,TOT,Total,212011290,Koo Wee Rup,63
Males,1,"Employed, worked full-time",212011291,Pakenham - North,9
Females,1,"Employed, worked full-time",212011291,Pakenham - North,30
Persons,1,"Employed, worked full-time",212011291,Pakenham - North,41
Males,2,"Employed, worked part-time",212011291,Pakenham - North,0
Females,2,"Employed, worked part-time",212011291,Pakenham - North,59
Persons,2,"Employed, worked part-time",212011291,Pakenham - North,59
Males,3,"Employed, away from work",212011291,Pakenham - North,0
Females,3,"Employed, away from work",212011291,Pakenham - North,4
Persons,3,"Employed, away from work",212011291,Pakenham - North,4
Males,4,"Employed, hours of work not stated",212011291,Pakenham - North,0
Females,4,"Employed, hours of work not stated",212011291,Pakenham - North,0
Persons,4,"Employed, hours of work not stated",212011291,Pakenham - North,0
Males,5,"Unemployed, looking for full-time work",212011291,Pakenham - North,0
Females,5,"Unemployed, looking for full-time work",212011291,Pakenham - North,5
Persons,5,"Unemployed, looking for full-time work",212011291,Pakenham - North,5
